stt,name,price,size,support,of_players,genre,system,publisher,developer,languages,release_date
80,Pokémon Café ReMix,$4.99,"Nintendo Switch: 551 MB , Nintendo Switch 2: 551 MB",Handheld mode,Chưa có,Puzzle,Nintendo Switch,Nintendo,Chưa có,"Japanese, German, Italian, Korean, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 23, 2020"
81,Jump Rope Challenge,$0.00,"Nintendo Switch: 162 MB , Nintendo Switch 2: 162 MB","TV mode , Tabletop mode",Single System (1-2),"Application , Training",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 15, 2020"
82,Clubhouse Games™: 51 Worldwide Classics,$9.99,"Nintendo Switch: 2.5 GB , Nintendo Switch 2: 2.5 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)","Party , Puzzle , Racing , Tabletop",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 5, 2020"
83,Xenoblade Chronicles™ Definitive Edition,$59.99,"Nintendo Switch: 13.7 GB , Nintendo Switch 2: 13.7 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","May 29, 2020"
84,Good Job!™,$19.99,"Nintendo Switch: 419 MB , Nintendo Switch 2: 419 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Puzzle",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Latin American Spanish, Canadian French, American English","March 26, 2020"
85,Animal Crossing™: New Horizons,$59.99,"Nintendo Switch: 10.2 GB , Nintendo Switch 2: 10.2 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-8)",Simulation,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","March 20, 2020"
86,Pokémon Mystery Dungeon™: Rescue Team DX,$59.99,"Nintendo Switch: 2.2 GB , Nintendo Switch 2: 2.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","March 6, 2020"
87,Pokémon™ HOME,$0.00,"Nintendo Switch: 1.4 GB , Nintendo Switch 2: 1.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Application,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","February 11, 2020"
88,Tokyo Mirage Sessions™ #FE Encore,$59.99,"Nintendo Switch: 11.3 GB , Nintendo Switch 2: 11.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,"Japanese, French, Simplified Chinese, Traditional Chinese, American English","January 17, 2020"
89,Pokémon Sword and Pokémon Shield Double Pack Digital Version,$59.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
90,Pokémon™ Sword,$29.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
91,Pokémon™ Shield,$29.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
92,The Stretchers™,$14.99,"Nintendo Switch: 1.9 GB , Nintendo Switch 2: 1.9 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Puzzle",Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 8, 2019"
93,Luigi’s Mansion™ 3,,"Nintendo Switch: 7.4 GB , Nintendo Switch 2: 7.4 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-8) , Online (1-8)","Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 31, 2019"
94,Ring Fit Adventure,$79.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo,Nintendo,American English,"October 18, 2019"
95,The Legend of Zelda™: Link’s Awakening,$24.99,"Nintendo Switch: 5.9 GB , Nintendo Switch 2: 6.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","September 20, 2019"
96,DAEMON X MACHINA™,$59.99,"Nintendo Switch: 6.9 GB , Nintendo Switch 2: 6.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,Nintendo,Chưa có,"French, German, Italian, Spanish, Korean, American English","September 13, 2019"
97,Super Nintendo Entertainment System™ – Nintendo Classics,$59.99,"Nintendo Switch: 288 MB , Nintendo Switch 2: 311 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)",Chưa có,Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","September 5, 2019"
98,Super Kirby Clash™,$19.99,"Nintendo Switch: 1.1 GB , Nintendo Switch 2: 1.1 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","September 4, 2019"
99,ASTRAL CHAIN,$59.99,"Nintendo Switch: 9.8 GB , Nintendo Switch 2: 9.8 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","August 30, 2019"
100,Fire Emblem™: Three Houses,$24.99,"Nintendo Switch: 11.6 GB , Nintendo Switch 2: 11.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Strategy",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","July 26, 2019"
101,MARVEL ULTIMATE ALLIANCE 3: The Black Order,$19.99,"Nintendo Switch: 17.9 GB , Nintendo Switch 2: 17.9 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Action,Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","July 19, 2019"
102,DRAGON QUEST BUILDERS™ 2,$5.99,"Nintendo Switch: 1.8 GB , Nintendo Switch 2: 1.8 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Nintendo,"British English, French, German, Italian, Spanish","July 12, 2019"
103,Super Mario Maker™ 2,$59.99,"Nintendo Switch: 3.1 GB , Nintendo Switch 2: 3.1 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)",Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 28, 2019"
104,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,$14.99,"Nintendo Switch: 1.7 GB , Nintendo Switch 2: 1.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Chưa có,"Latin American Spanish, Canadian French, American English","June 13, 2019"
105,Nintendo Switch Game Vouchers,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo Switch,Nintendo,Chưa có,Chưa có,"May 15, 2019"
106,BOXBOY! + BOXGIRL!™,$8.99,"Nintendo Switch: 585 MB , Nintendo Switch 2: 585 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Puzzle",Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","April 26, 2019"
107,Yoshi’s Crafted World™,$39.99,"Nintendo Switch: 5.6 GB , Nintendo Switch 2: 5.6 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","March 29, 2019"
108,Tetris® 99,$0.00,"Nintendo Switch: 1.9 GB , Nintendo Switch 2: 1.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","February 13, 2019"
109,New Super Mario Bros.™ U Deluxe,$49.99,"Nintendo Switch: 2.5 GB , Nintendo Switch 2: 2.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","January 11, 2019"
110,Super Smash Bros.™ Ultimate,$29.99,"Nintendo Switch: 17.3 GB , Nintendo Switch 2: 17.3 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-8) , Online (2-4)","Action , Fighting , Party",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","December 7, 2018"
111,"Pokémon™: Let’s Go, Eevee!",$59.99,"Nintendo Switch: 4.2 GB , Nintendo Switch 2: 4.2 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)","Role playing , Simulation",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 16, 2018"
112,"Pokémon™: Let’s Go, Pikachu!",$59.99,"Nintendo Switch: 4.2 GB , Nintendo Switch 2: 4.2 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)","Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 16, 2018"
113,The World Ends with You®: Final Remix,$49.99,"Nintendo Switch: 2.4 GB , Nintendo Switch 2: 2.4 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"Latin American Spanish, Canadian French, American English","October 12, 2018"
114,Super Mario Party™,$59.99,"Nintendo Switch: 2.9 GB , Nintendo Switch 2: 2.9 GB","TV mode , Tabletop mode","Single System (1-4) , Online (1-4)","Action , Party , Tabletop",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 5, 2018"
115,Xenoblade Chronicles 2: Torna ~ The Golden Country,$39.99,"Nintendo Switch: 3.3 GB , Nintendo Switch 2: 3.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"Latin American Spanish, Canadian French, American English","September 21, 2018"
116,Xenoblade Chronicles 2: Torna ~ The Golden Country,,"Nintendo Switch: 3.1 GB , Nintendo Switch 2: 3.1 GB",Chưa có,Chưa có,Chưa có,Nintendo Switch,Nintendo,Chưa có,Chưa có,"September 14, 2018"
117,Nintendo Entertainment System™ - Nintendo Switch Online,$59.99,"Nintendo Switch: 134 MB , Nintendo Switch 2: 134 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)",Chưa có,Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","September 18, 2018"
118,Go Vacation™,$19.99,"Nintendo Switch: 8.8 GB , Nintendo Switch 2: 8.8 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-)","Action , Party , Sports",Nintendo Switch,Nintendo,Chưa có,"Latin American Spanish, Canadian French, American English","July 27, 2018"
119,Captain Toad™: Treasure Tracker,$5.99,"Nintendo Switch: 1.6 GB , Nintendo Switch 2: 1.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure , Puzzle",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Spanish, Dutch, Latin American Spanish, Canadian French, American English","July 13, 2018"
120,Mario Tennis™ Aces,$59.99,"Nintendo Switch: 2.4 GB , Nintendo Switch 2: 2.4 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)","Party , Sports",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 22, 2018"
121,Sushi Striker™: The Way of Sushido,$49.99,"Nintendo Switch: 2.8 GB , Nintendo Switch 2: 2.8 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)","Action , Puzzle",Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","June 8, 2018"
122,Pokémon™ Quest,$0.00,"Nintendo Switch: 271 MB , Nintendo Switch 2: 271 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing , Strategy",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","May 29, 2018"
123,Hyrule Warriors: Definitive Edition,$59.99,"Nintendo Switch: 12.9 GB , Nintendo Switch 2: 12.9 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Nintendo,"Latin American Spanish, Canadian French, American English","May 18, 2018"
124,Donkey Kong Country™: Tropical Freeze,$59.99,"Nintendo Switch: 6.7 GB , Nintendo Switch 2: 6.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","May 4, 2018"
125,Kirby™ Star Allies,$59.99,"Nintendo Switch: 4 GB , Nintendo Switch 2: 4 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),Action,Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","March 16, 2018"
126,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
127,Age verification,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
128,Dragon Quest Builders™,$49.99,"Nintendo Switch: 815 MB , Nintendo Switch 2: 815 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Nintendo,"Latin American Spanish, Canadian French, American English","February 9, 2018"
129,Xenoblade Chronicles™ 2,$59.99,"Nintendo Switch: 13.2 GB , Nintendo Switch 2: 13.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Latin American Spanish, Canadian French, American English","December 1, 2017"
130,Super Mario Odyssey™,$59.99,"Nintendo Switch: 5.6 GB , Nintendo Switch 2: 5.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 27, 2017"
131,Fire Emblem Warriors,$59.99,"Nintendo Switch: 13.4 GB , Nintendo Switch 2: 13.4 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Strategy",Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","October 20, 2017"
132,Pokkén Tournament™ DX,$59.99,"Nintendo Switch: 4 GB , Nintendo Switch 2: 4 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)",Fighting,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","September 22, 2017"
133,Flip Wars,$39.99,"Nintendo Switch: 422 MB , Nintendo Switch 2: 422 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)","Action , Party",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Dutch, Portuguese, Russian, Simplified Chinese, Traditional Chinese, American English","August 10, 2017"
134,Splatoon™ 2,,"Nintendo Switch: 6.1 GB , Nintendo Switch 2: 6.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,Nintendo,Chưa có,"Latin American Spanish, Canadian French, American English","July 21, 2017"
135,ARMS™,$59.99,"Nintendo Switch: 3.2 GB , Nintendo Switch 2: 3.3 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)",Fighting,Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Latin American Spanish, Canadian French, American English","June 16, 2017"
136,Mario Kart™ 8 Deluxe,,"Nintendo Switch: 11.3 GB , Nintendo Switch 2: 11.3 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-12)","Party , Racing",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","April 28, 2017"
137,"Snipperclips™ – Cut it out, together!",$19.99,"Nintendo Switch: 1.5 GB , Nintendo Switch 2: 1.5 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),"Action , Party , Puzzle",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","March 3, 2017"
138,1-2-Switch™,$49.99,"Nintendo Switch: 1.4 GB , Nintendo Switch 2: 1.4 GB","TV mode , Tabletop mode",Single System (1-2),"Action , Party",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Dutch, Russian, Latin American Spanish, Canadian French, American English","March 3, 2017"
139,The Legend of Zelda™: Breath of the Wild,$19.99,"Nintendo Switch: 14.4 GB , Nintendo Switch 2: 14.5 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","March 3, 2017"
140,Pokémon™ Champions,,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Traditional Chinese, American English",Chưa có
141,Indiana Jones and the Great Circle™,,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo Switch 2,Bethesda,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English",2026
142,Sushi Cat - Tower Defense,$9.99,"Nintendo Switch: 196 MB , Nintendo Switch 2: 196 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Armor Games Studios,Armor Games Studios,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, American English","March 5, 2026"
143,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
144,Age verification,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
145,DRAGON QUEST VII Reimagined,$59.99,6.8 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,SQUARE ENIX,Chưa có,"Japanese, French, German, Italian, Spanish, Latin American Spanish, American English","February 5, 2026"
146,DRAGON QUEST VII Reimagined,,"Nintendo Switch: 4.3 GB , Nintendo Switch 2: 4.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,SQUARE ENIX,Chưa có,"Japanese, French, German, Italian, Spanish, Latin American Spanish, American English","February 5, 2026"
147,【Limited early purchase edition】FINAL FANTASY VII REMAKE INTERGRADE,$39.99,Chưa có,Chưa có,Chưa có,Role playing,Nintendo Switch 2,SQUARE ENIX,Chưa có,Chưa có,"January 22, 2026"
148,FINAL FANTASY VII REMAKE INTERGRADE,$39.99,128 MB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,SQUARE ENIX,Chưa có,"Japanese, French, German, Italian, Spanish, Latin American Spanish, Brazilian Portuguese, American English","January 22, 2026"
149,Go Kart Island,$9.99,"Nintendo Switch: 683 MB , Nintendo Switch 2: 683 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Ant Workshop,Ant Workshop,British English,"January 9, 2026"
150,Oppidum,$29.99,"Nintendo Switch: 2.2 GB , Nintendo Switch 2: 2.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,EP Games,EP Games,"Japanese, French, German, Spanish, Korean, Brazilian Portuguese, American English","December 18, 2025"
151,Dunjungle,$19.99,"Nintendo Switch: 940 MB , Nintendo Switch 2: 940 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Astrolabe Games,Chưa có,"Japanese, Spanish, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","December 11, 2025"
152,Save The Doge 2,$39.99,"Nintendo Switch: 211 MB , Nintendo Switch 2: 211 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,NOSTRA GAMES,Chưa có,American English,"December 11, 2025"
153,Farming Simulator: Signature Edition,$59.99,21.8 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,GIANTS Software,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","December 9, 2025"
154,A Game About Digging A Hole™,$4.99,"Nintendo Switch: 210 MB , Nintendo Switch 2: 210 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Rokaplay,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, American English","December 9, 2025"
155,Romancing SaGa -Minstrel Song- Remastered International,$29.99,"Nintendo Switch: 11 GB , Nintendo Switch 2: 11 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,RED ART GAMES,Chưa có,"Japanese, French, German, Italian, Spanish, American English","December 9, 2025"
156,Old School Rally,$39.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Astrolabe Games,Astrolabe Games,"Japanese, British English, German, Italian, Spanish, Russian, Simplified Chinese, Latin American Spanish, Traditional Chinese, American English","December 4, 2025"
157,OCTOPATH TRAVELER 0,$14.99,4.9 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,SQUARE ENIX,Chưa có,"Japanese, American English","December 4, 2025"
158,OCTOPATH TRAVELER 0,$49.99,"Nintendo Switch: 3 GB , Nintendo Switch 2: 3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,SQUARE ENIX,Chưa có,"Japanese, American English","December 4, 2025"
159,MARVEL Cosmic Invasion,$29.99,624 MB,"TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Chưa có,Nintendo Switch 2,Dotemu,Dotemu,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","December 1, 2025"
160,MARVEL Cosmic Invasion,$59.99,"Nintendo Switch: 623 MB , Nintendo Switch 2: 623 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Chưa có,Nintendo Switch,Dotemu,Dotemu,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","December 1, 2025"
161,Trouble Witches FINAL! Episode 01 Daughters of Amalgam,$29.99,"Nintendo Switch: 3.1 GB , Nintendo Switch 2: 3.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,ININ Games,ININ Games,"Japanese, American English","November 27, 2025"
162,Age verification,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
163,Gensou -Yumegokochi- Illusion -Dreamlike-,$39.99,"Nintendo Switch: 1.6 GB , Nintendo Switch 2: 1.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Purmoe Design Lab,Chưa có,"Japanese, Korean, Simplified Chinese, Traditional Chinese, American English","November 22, 2025"
164,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
165,Samurai Academy: Paws of Fury,$59.99,"Nintendo Switch: 1.9 GB , Nintendo Switch 2: 1.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,MAXIMUM ENT FRANCE,Chưa có,"French, German, Italian, Spanish, Brazilian Portuguese, American English","November 20, 2025"
166,As I Began to Dream,$39.99,"Nintendo Switch: 963 MB , Nintendo Switch 2: 963 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,SOFT SOURCE,Chưa có,"Japanese, German, Spanish, Portuguese, Simplified Chinese, Traditional Chinese, American English","November 20, 2025"
